Date,Hours,Type
4/28/2020,0.5,Arbimon
4/28/2020,0.5,Arbimon
4/28/2020,5,Arbimon
4/29/2020,0.5,Arbimon
4/29/2020,2,Arbimon
4/29/2020,0.5,Arbimon
4/29/2020,1,Arbimon
4/29/2020,0.5,Arbimon
4/29/2020,2,Arbimon
4/30/2020,1.75,Arbimon
4/30/2020,1,Arbimon
4/30/2020,1.25,Arbimon
4/30/2020,0.5,Arbimon
4/30/2020,1,Arbimon
4/30/2020,3,Arbimon
5/1/2020,2,Arbimon
5/1/2020,1.5,Arbimon
5/1/2020,3,Arbimon
5/1/2020,1.5,Arbimon
5/1/2020,1,Arbimon
5/1/2020,3.5,Arbimon
5/1/2020,5,Arbimon
5/2/2020,0.5,Arbimon
5/2/2020,2,Arbimon
5/2/2020,3.25,Arbimon
5/2/2020,0.5,Arbimon
5/2/2020,1,Arbimon
5/3/2020,0.5,Arbimon
5/3/2020,0.5,Arbimon
5/4/2020,0.5,Arbimon
5/4/2020,1,Arbimon
5/4/2020,4,Arbimon
5/4/2020,0.5,Arbimon
5/4/2020,3.5,Arbimon
5/4/2020,5,Arbimon
5/5/2020,2.5,Arbimon
5/5/2020,2,Arbimon
5/5/2020,1.25,Arbimon
5/5/2020,1,Arbimon
5/5/2020,3,Arbimon
5/5/2020,3,Arbimon
5/5/2020,0.75,Arbimon
5/5/2020,5,Arbimon
5/6/2020,2,Arbimon
5/6/2020,2,Arbimon
5/6/2020,2,Arbimon
5/6/2020,2,Arbimon
5/6/2020,1.5,Arbimon
5/6/2020,3,Arbimon
5/6/2020,1,Arbimon
5/6/2020,4,Arbimon
5/6/2020,2.5,Arbimon
5/7/2020,1,Arbimon
5/7/2020,2,Arbimon
5/7/2020,1,Arbimon
5/7/2020,1.5,Arbimon
5/7/2020,1,Arbimon
5/7/2020,0.5,Arbimon
5/7/2020,3,Arbimon
5/7/2020,1,Arbimon
5/7/2020,1,Arbimon
5/7/2020,5,Arbimon
5/8/2020,3.5,Arbimon
5/8/2020,1,Arbimon
5/8/2020,3,Arbimon
5/8/2020,0.5,Arbimon
5/8/2020,3.25,Arbimon
5/8/2020,2.25,Arbimon
5/8/2020,1.25,Arbimon
5/8/2020,5,Arbimon
5/9/2020,0.5,Arbimon
5/9/2020,1.5,Arbimon
5/9/2020,0.5,Arbimon
5/9/2020,2,Arbimon
5/9/2020,2,Arbimon
5/9/2020,1,Arbimon
5/9/2020,1,Arbimon
5/10/2020,3.75,Arbimon
5/10/2020,3.75,Arbimon
5/10/2020,2,Arbimon
5/10/2020,1.25,Arbimon
5/10/2020,2,Arbimon
5/11/2020,1.25,Arbimon
5/11/2020,1.5,Arbimon
5/11/2020,0.75,Arbimon
5/11/2020,1,Arbimon
5/11/2020,4,Arbimon
5/11/2020,1.5,Arbimon
5/12/2020,0.5,Arbimon
5/12/2020,1,Arbimon
5/12/2020,0.75,Arbimon
5/12/2020,0.5,Arbimon
5/12/2020,1.5,Arbimon
5/12/2020,1,Arbimon
5/12/2020,5,Arbimon
5/13/2020,1,Arbimon
5/13/2020,2.25,Arbimon
5/13/2020,1,Arbimon
5/13/2020,5,Arbimon
5/13/2020,0.75,Arbimon
5/13/2020,2,Arbimon
5/13/2020,5,Arbimon
5/14/2020,0.25,Arbimon
5/14/2020,1.25,Arbimon
5/14/2020,0.5,Arbimon
5/14/2020,1,Arbimon
5/14/2020,1.75,Arbimon
5/14/2020,4.5,Arbimon
5/15/2020,0.25,Arbimon
5/15/2020,0.75,Arbimon
5/15/2020,0.25,Arbimon
5/15/2020,5.5,Arbimon
5/15/2020,2,Arbimon
5/16/2020,1,Arbimon
5/16/2020,0.25,Arbimon
5/16/2020,4,Arbimon
5/16/2020,4,Arbimon
5/17/2020,0.5,Arbimon
5/17/2020,2,Arbimon
5/17/2020,1,Arbimon
5/18/2020,0.25,Arbimon
5/18/2020,0.5,Arbimon
5/18/2020,6.25,Arbimon
5/19/2020,0.5,Arbimon
5/19/2020,0.75,Arbimon
5/19/2020,0.5,Arbimon
5/19/2020,1.5,Arbimon
5/19/2020,1,Arbimon
5/20/2020,0.25,Arbimon
5/20/2020,1.5,Arbimon
5/20/2020,4.5,Arbimon
5/20/2020,4.5,Arbimon
5/20/2020,1,Arbimon
5/20/2020,1.25,Arbimon
5/20/2020,1.75,Arbimon
5/21/2020,5,Arbimon
5/21/2020,0.25,Arbimon
5/21/2020,1.25,Arbimon
5/21/2020,0.25,Arbimon
5/21/2020,2,Arbimon
5/21/2020,1.5,Arbimon
5/21/2020,1,Arbimon
5/22/2020,5,Arbimon
5/22/2020,2,Arbimon
5/22/2020,0.25,Arbimon
5/22/2020,2,Arbimon
5/22/2020,2,Arbimon
5/23/2020,2,Arbimon
5/23/2020,0.25,Arbimon
5/23/2020,0.25,Arbimon
5/24/2020,0.5,Arbimon
5/24/2020,0.5,Arbimon
5/24/2020,1.5,Arbimon
5/24/2020,2,Arbimon
5/24/2020,0.5,Arbimon
5/24/2020,0.5,Arbimon
5/24/2020,1,Arbimon
5/24/2020,0.25,Arbimon
5/25/2020,1,Arbimon
5/25/2020,0.75,Arbimon
5/25/2020,0.25,Arbimon
5/26/2020,1,Arbimon
5/26/2020,2,Arbimon
5/26/2020,1.25,Arbimon
5/27/2020,0.25,Arbimon
5/27/2020,3,Arbimon
5/27/2020,0.25,Arbimon
5/28/2020,0.5,Arbimon
5/28/2020,2.5,Arbimon
5/28/2020,2,Arbimon
5/28/2020,0.75,Arbimon
5/28/2020,1.5,Arbimon
5/29/2020,1.5,Arbimon
5/29/2020,1.5,Arbimon
5/29/2020,0.5,Arbimon
5/29/2020,2.5,Arbimon
5/30/2020,0.25,Arbimon
5/30/2020,1,Arbimon
5/30/2020,2,Arbimon
5/30/2020,2,Arbimon
5/30/2020,2.5,Arbimon
5/30/2020,1.25,Arbimon
5/30/2020,1.25,Arbimon
5/30/2020,0.25,Arbimon
5/30/2020,2,Arbimon
5/31/2020,0.5,Arbimon
5/31/2020,2.5,Arbimon
5/31/2020,1.75,Arbimon
5/31/2020,0.5,Arbimon
5/31/2020,3,Arbimon
6/1/2020,2.5,Arbimon
6/1/2020,1,Arbimon
6/1/2020,0.5,Arbimon
6/1/2020,0.75,Arbimon
6/1/2020,3,Arbimon
6/2/2020,0.5,Arbimon
6/2/2020,0.75,Arbimon
6/2/2020,2.5,Arbimon
6/2/2020,1,Arbimon
6/2/2020,0.75,Arbimon
6/3/2020,0.75,Arbimon
6/3/2020,0.75,Arbimon
